code,text
1769723400,其实我都喜欢15，等你们回来赞我
1792353597,May J Lee的身材真的是没谁了，值得成为所有亚洲女性的标杆……
1792353597,即使没有可能，也希望你能知道。
1792353597,如果你爱一个人，递给他另一半耳机，放那首最深情的歌。
1792353597,有人哄的人生是坠幸福的！爱你哟！
1792353597,昨天一看热门微博全是各种自救教程刷频。一个感慨，你国女性没十八般武艺就不要出门了，出门缺胳膊断腿被人强奸猥亵或者死了都是常态，建议在九年义务教育里加一门格斗课，完美了。
1792353597,其实我国女性在固化地认为男性就应该负担买房/买车/买包等等责任的时候，全社会就会产生“男性花销一定比女性多，压力也比女性大，女性只需要养活自己”这样的普遍认知，从而造成同等工作男性的工资会比女性高。
1792353597,女神真美
1792353597,当你女朋友给你说“你急你先走”的时候，你应该回答“我不走”而不是“我不急”，望周知。
1792353597,无聊的时候我就想出去点根烟  可惜我并不会抽烟
1792353597,爱你国可能是种病，主要症状表现为素质低下，语无伦次，精神分裂。像这种一耳光哐哐就往自己脸上打的粉红我真的是……太喜欢了。[哆啦A夢花心]
1792353597,顺丰这次的回应简直完美，堪称范本，比什么营销策略和广告都值钱。
1792353597,哎  妈的  太感人了
1792353597,那些信星座水逆什么乱七八糟玩意儿的煞笔是有多自恋？？？？居然觉得宇宙的运转跟你恋爱工作这些破事儿有半毛钱关系？？？
1792353597,无限火力结束得太仓促了……和五一“长”假一样得长啊……
1792353597,真他妈热…………………
1792353597,天啊  美队3太好看辣
1792353597,微博这服务器真是尼玛吃了屎了 看个图片都加载不出
1792353597,据说SKT五连跪，结果今天看比赛对战RNG，落后快一万经济都赢了，技术还是在的……太特么顽强了……
1792353597,那个中国海洋大学学生会公众号犯傻逼的微信里，大部分学生直接跳过他们的学校作为一个高等学府学生会发表那种文章会带来怎样的影响和后果，无视他们学生会编辑的SB程度，而是直接就跳到“不要侮辱我的学校！”，这就是你国集体主义教育的后果——是非不分，毫无思考能力，如同张牙舞爪的行走僵尸。
1792353597,有一种人最讨厌 / 照着PPT的文字念的 / 同事想下班还一堆废话要说没眼力见的 / 说话费劲难以沟通的 / 公司来了个新“领导” / 全占了 /  我操他妈
1792353597,又是冠军！Kkoma我爱你！SKT牛逼！
1792353597,听说小虎三次单杀Faker，我还以为对线的时候，看了回放后简直无语，第一波打野帮忙，后期乐芙兰一套秒是需要什么高级的技巧吗，关键是杀了就杀了，解说的牛比吹得让人尴尬症发作“让世界见识到中国的C位！”本来挺值得开心的事，这牛比一吹顿时没劲了，肥肠刻意。——关键是最后输了，很打脸，很常态。
1792353597,还是看教练舒服[陰險]
1792353597,腾讯推送新闻：女子13岁生下儿子抛弃后回老家，6年后拒绝抚养，全文强调女孩应该如何尽到母亲的责任，孩子多么可怜无辜，法院与围观群众多么同情。没有疑问过13岁的她遭遇过什么，犯了强奸罪的孩子生父又在哪里，没过法律追诉期为什么警察法院不管？    很日常，很你国。
1792353597,前几天又看了一遍《模仿游戏》，还在想图灵是上个世纪12年生，如果能活到现在，就有105岁了，只是可惜。看到昨天杨绛去世的消息，上个世纪11年生，还比他大一岁，原来是真的可以活到这么久的。只是同为这个世界做出了不俗的贡献，图灵却没有这样的好运，若他也在世，看到这番景象该有多好。
1792353597,少年时代的林真心，宋芸桦饰演，92年生；少年时代的徐太宇，王大陆饰演，91年生。成年时代的林真心，陈乔恩饰演，79年生；成年时代的徐太宇，言承旭饰演，77年生。能有这样的细节真的是太感人了，导演很用心。
1792353597,林俊杰在熊猫直播玩屁股，技术和我差不多，哈哈哈哈哈哈哈哈哈
1792353597,《我的少女时代》里新来的那个教导主任一口标准大陆普通话真是TM黑的漂亮！
1792353597,[淚]半夜看完这个故事，我希望它是真的，这么美好的事物，一定要是真的啊。
1792353597,操你妈什么垃圾模式  对面水晶还剩6点死活不降了 我们从200多一只掉到输  操你妈逼什么垃圾模式吃屎吧你
1792353597,《爱丽丝梦游仙境2》很难看，除了特效什么都没有叻，德普烂片不拒，女主又老又丑设定也很讨厌，在电影院看得心烦。讲真还不如《百鸟朝凤》，起码有剧情。迪士尼做得，这一部毫无诚意，中国元素就是为了讨喜。三星，全给特效，除了特效就是负分叻。
1792353597,做走国人真的是很惨，最初抵制日货，家乐福，现在抵制请了“港独”艺人做代言的各个品牌，结果自家毒奶粉毒疫苗死小孩，抢光欧洲人的奶粉还不忘鄙视一下他们的“水深火热”，吃一泡污觉得自己生活在天堂。粉红们很爱国，然后麻烦谁知道推荐一个靠谱的代购一刚，很特色，值得进行人类多元化研究。
1792353597,感受温暖。 [ 彩虹室内合唱官方首发：《拥抱》合唱版 ]
1792353597,学习了，你国女人找工作只有两种最好找：已婚生子和单身！
1792353597,被逼迫看了几集奇葩说，一直选择不看这个废话节目真的是对的，要没了高晓松这节目真完了，一泡污。
1792353597,看完《魔兽》了，法爷开个门都辣么帅，不愧暴雪亲儿子！特效流弊！剧情好看！以及散场后大家都在讨论魔兽，有一种很学校的气息，real青春电影！
1792353597,要做电影解说，要不然就拥有迷死人的声线，要不然就必须具备biu准的东北普通话或者台湾普通话，你他妈说一口正常普通话，都不好意思录视频。
1792353597,“还是我国安全，至少我国没有抢。”能在奥兰多恐袭的微博下还能说出这种话的人，真的是，非。常。恶。心。
1792353597,皮尔特沃夫这个区是真的有毒，黄金局的排位，一个ADC上来装备不买直奔上路，半路又回去挂机五分钟，再奔下路头也不回地送了两次人头。这种人脑子有屎怎么的？我希望这种SB出门立刻被车撞死。
1792353597,hin励志
1792353597,最开始以为是原封不动日版的GONG GIRL，第一集看完就已经把电影的故事讲完了，不知道下一步编剧到底要怎么编。但是，一个贤惠的妻子，拥有这样的头脑，却在家里煮饭照顾男人，简直就是对社会资源的浪费！所以后面的一切作为都看的超爽！这部剧很女权！
1846573270,夏天夏天悄悄来了～
1865215093,难过，最终会过，就已经足够了
1865215093,可能你很久以后才学会爱人，我很遗憾只做了你途中の风景
1865215093,有时候会想，为什么偏偏是天籁。以后每次坐他的车，都难以忘记第一次你用挂挡の那只手牵着我，跟我说手动挡都无所谓，何况这是自动挡。真的希望回忆不能欺骗时光太久，愿无岁月可回首，愿无深情共白头。
1865215093,隐藏了关于你的一切，不后悔曾经爱过你，也没力气再向前。如果我的心痛全世界没有一个人懂，我也不后悔曾经爱过。
1865215093,我熬夜看剧，你心疼也会为我下好后几集，怕我在车上无聊。对我这么好の你，让我怎么办才好。
1865215093,嘿嘿，感觉能上天
1865215093,哈哈哈哈哈哈哈哈，老公你是土豪吗
1865215093,原来最美的话在于不说，承诺在于，我们都忘了
1865215093,一万次的道别难道还不够，也许再见只是一个承诺，你在夕阳里回首的轮廓，我到现在依然记得
1865215093,放慢所有回忆里的感受，只怕听见谁忽然泪流
1865215093,介个是我的心头好
1865215093,慧极必伤，情深不寿
1865215093,请允许我小小的骄傲，因为有你这样的依靠
1865215093,终于可以不再爱你了，真好
1865215093,我后排的姑娘非说我找了个土豪[笑cry][笑cry][笑cry]
1865215093,昨天梦到他，他抱着我说别闹，我很想你，梦里顿时就哭出来了。醒来以后，只能笑自己傻，他是那么骄傲的人，怎么会想我。
1865215093,失去的不再回来，回来的不再美好
1865215093,再见了我的王子，守护爱情的样子
1865215093,换我褪去一身骄傲，爱你到疯掉
1865215093,别那么相信回忆，里面那个人不一定想你
1865215093,其实真的不用那么敏感，我不在喜欢你了，我的名字只是来自一句歌词，没翅膀也做梦想家
1865215093,看了微博才知道今天真的是个好日子，可惜了，想上的那个人上不到
1865215093,被最喜欢的老师说美好心里美美哒
1865215093,相信时间会给小伙伴们想要的一切，423一起加油～
1865215093,如今没有你，我有更爱我的他，在他眼里我永远脆弱，需要被捧在手心里好好呵护着。过往的一切不再重来，我希望你一切都好，但是不要跟我好。可能我现在最后悔の就是给你那一套申论教材了，分开了就应该不回头の对吧。我已经忘记你，在每一个香甜の梦境。
1865215093,真正到现在我才明白，谁有空去为过去的爱情和留不住的人悲伤，爱的人就在身旁，他的眼睛里一直有你，你打不开的水壶，忘带的稿纸他都有。他带你去小东山看月季，他为不能陪你而自责，有这么好的爱情，谁还在意过去的苦难。
1865215093,心情好，看着哈尔滨真美
1865215093,是不是我这样努力伤害自己，就能少一些期待，少一些依恋
1865215093,我曾经很害怕警察，很讨厌警察，现在我真的对警察有莫名の好感。
1865215093,被如此有担当の男人爱着，真的好安心
1865215093,没有人知道我为什么要离开他，除了我。我尿蛋白四个加号，血糖26居高不下，有一天我可能会失明，可能会截肢，我怎么能让这样的事情落在我最爱的他身上，大宝，不管你多恨我，我都当你是我の大宝，大宝再见。
1865215093,一闲下来眼泪就往上涌，都会过去的，会过去的
1865215093,没人知道为什么我每次高烧都病的特别重，没人知道我为什么从不吃甜食，我阴道炎总不好不是因为有病是血糖高啊，我总喝水不是渴是稀释血糖，连我自己都面对不了四个加号の尿蛋白，何况是告诉你。虽然伤心，但是大概这样是最好的结局了吧。你扭头而去の身影，我一直记得。你说这样的你还想看吗，想，大宝
1865215093,你最爱的Z先生，已经离开你了
1865215093,相信你只是怕伤害我，不是不要我，真爱过谁会舍得
1865215093,打你疼了你就哭，给你块糖你还粘人家，你以为自己善解人意，知不知道别人眼里你多贱
1865215093,过去的不再回来，回来的不在美好
1865215093,想起你的时候，快乐都比较多，也许快乐，是时间的幽默。
1865215093,住院一个星期，憔悴多了
1865215093,上一个iphone在磕磕碰碰中，终于被偷了，又吓我一跳，旧的不去新的不来吧，有些人有些事过去就是过去了，岁月偷走了和他有关的一切，只是帮你开启一个属于自己的将来。
1890214472,白天没什么实感.............现在冷静一下.....................卧槽光叔去世了啊我屮艸芔茻！！！！毛利小五郎的声优换了那么多年我都还是不习惯.....................现在又少了一个..........................................................
1890214472,妈的为什么那些抄袭的东西能播出？能出版？真恶心
1890214472,妈个鸡.........jd粉和kkw粉又掐了......................  求科普...........尼玛第一次粉正火的国产圈真是各种腥风血雨
