1422307877,weibo@gmail.com,《情况更新！关于Fort McMurray火灾一些干货》 我把今天早上从CBC读到的一些干货综合了一下，希望能帮大家快速了解一下最新的情况。也算尽自己的一点绵薄之力。（大部分信息来自CBC网站和NASA网站）,
1422307877,weibo@gmail.com,是时候抛售Activision Blizzard的股票了。在今年的FPS大作对决中，Battlefield 1未发售便赢了。EA这次选对了路子。COD如果还是坚持走未来科幻派设定的话估计很难再有出彩的作品了。同理育碧的刺客信条也应该要尝试走走新路，总是相似的舞台设定难免会让玩家审美疲劳。,
1422307877,weibo@gmail.com,求一名精通医学名词的英语翻译，有偿翻译资料，谢谢,
1422307877,weibo@gmail.com,上海，早上在国营面馆被听力不好的收银大妈平白无故骂了一顿。中午在人均380的日料餐厅，人生第一次从三文鱼刺身里吃出一根鱼刺。吃完去星巴克，告诉我果汁不能打Slush。外面还在下雨。[泪],
1738036597,weibo@gmail.com,[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]好！讨！厌！临！时！停！车！更！！讨！！厌！！晚！！点！！[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂],
1738036597,weibo@gmail.com,世界就像个巨大的马戏团，它让你兴奋，却让我惶恐，因为我知道散场永远是——有限温存，无限辛酸。 by 卓别林,
1738036597,weibo@gmail.com,生命中任何一天的结束，便永不重来。何必太纠结[doge],
1738036597,weibo@gmail.com,昨日晴，今日雨，难得晴，难得雨，难得遇见你。,
1738036597,weibo@gmail.com,OT完马上倒下了[doge]系时候起身冲凉了[笑cry],
1738036597,weibo@gmail.com,胃痛…但好想吃辣翅火锅海鲜麻辣烫烧烤寿司牛排羊排鸡爪……好多东西都好想吃[抓狂],
1738036597,weibo@gmail.com,我只需要属于我自己就够了。,
1738036597,weibo@gmail.com,没有一个足够宽容的心，就看不到一个春光明媚的世界。,
1738036597,weibo@gmail.com,今天生日的娃们…生日快乐[蛋糕]身体健康…逆生长[阴险],
1738036597,weibo@gmail.com,欲望…,
1738036597,weibo@gmail.com,…5/29就搬离住了5年的地方[闭眼]记得从学校搬过来那天刚好考六级…猫猫和我2个在雨中走了不知多少趟才把东西搬完<当时请的搬家师兄说要赶下一趟就撇下我们>…下午还赶回去考六级[doge]青春就这样没了🙄继续努力呀🤓PS 发现自己以前还挺有文化的[笑cry]高数那些现在完全看不懂是什么鬼[doge],
1738036597,weibo@gmail.com,酒店很不错…但吃的个人觉得就…,
1738036597,weibo@gmail.com,如果雨之后还是雨，如果忧伤之后仍是忧伤…,
1738036597,weibo@gmail.com,重感冒+低烧…无润唇膏无眼药水[伤心],
1738036597,weibo@gmail.com,人永远都无法知道自己该要什么，因为人只能活一次，既不能拿它跟前世相比，也不能在来生加以修正。没有任何方法可以检验哪种抉择是好的，因为不存在任何比较。一切都是马上经历，仅此一次，不能准备。,
1738036597,weibo@gmail.com,长期被否定+嫌弃+==…会产生负面情绪🙄但记得要不将就、不妥协、不停留🤓,
1861081560,weibo@gmail.com,今年清明我没有回家，正在念三年级的潼潼发来一张照片。人和人用令人惊讶的方式有所连结。无法传述的东西那么多啊，非要拥有无比的灵感才能理解。,
1861081560,weibo@gmail.com,天啊匡匡真的是好老板[泪]希望明天顺利就好,
1861081560,weibo@gmail.com,他们把秘密藏在深处，腐蚀了五脏六腑。能被理解的已经那么少，能被转述的几近于零了。连对最亲近的人都是如此，何况还有那么多时空距离遥远的人和故事。,
1861081560,weibo@gmail.com,妈啊好希望textbook也有有声书,
1861081560,weibo@gmail.com,没事别熬夜啊遭报应了[哆啦A梦微笑]真是痛不欲生噢噢噢噢…转发这条河豚🐡保佑明天可以睡个好覺[doge],
1861081560,weibo@gmail.com,感覺把大家考完後的24h做了什麼收集起來也很有意思⋯。啊⋯「不出意外的話」可以畢業了,
1861081560,weibo@gmail.com,去你妈的不是中产还不能读莱昂纳德科恩了咋地。『晒书也有鄙视链,这样晒才能脱离低级趣味 夫子书话』,
1861081560,weibo@gmail.com,特别可怕…我觉得演技不好的我以后会很穷，然后不能冻卵没钱去精子银行，蹉跎一生[傻眼],
1875099761,weibo@gmail.com,从来都不怀疑好心，只担心好心办坏事！,
1875099761,weibo@gmail.com,吃什么很重要，跟谁吃更重要。当女人有夫有子有家，有自己愈发重要。独立的人格在相通的灵魂间碰撞激发。有你们，很重要。,
1875099761,weibo@gmail.com,今天外婆跟我说，叮咚这几天走路有人挡道，或者有物体造成通道狭小，她就念着“借过，借过”侧身通过。作为北方人的外婆不很理解这个表达，在外婆家出差已2个月的叮咚在外婆家显然也没有机会接触这个表达。而我明白，这是至少两个月前叮咚还在我身边时，我和老公在外时常用到的表达。虽然从不曾解释给,
1988736897,weibo@gmail.com,凉拌茄子鱼香肉丝和一只自我放纵的狗,
1988736897,weibo@gmail.com,一天过去了，处罚结果还没出来。据说在其他医院打针的妈妈也觉得部分地区的五联针头不一样。是潜规则还是个别医生丧心病狂？如果是潜规则，昨天一夜的时间其他医院的证据应该都销毁完了吧？？,
1988736897,weibo@gmail.com,所以太监讨论体位有意思吗？,
2191356091,weibo@gmail.com,潜意识向他表达：我只是想聊聊，并没什么大事需要讨论，你不用紧张。,
2191356091,weibo@gmail.com,我参与了  发起的投票【如果你遇上这种事，你会如何处理？】，我投给了“坚决反抗，搞破坏引起注意”等3个选项，你也快来表态吧~,
2780458663,weibo@gmail.com,想跟你一起建设社会主义,
2780458663,weibo@gmail.com,难过啊[微笑],
2780458663,weibo@gmail.com,厌倦人生了，需要用美食填满,
2780458663,weibo@gmail.com,之前是一直买的鸡蛋一只被偷，结果搬了家室友天天把尿滴在马桶盖上，果然我还是一个人自生自灭比较好吧[拜拜][拜拜][拜拜],
2780458663,weibo@gmail.com,好友热搜粉红粉红的一天[微笑]特殊渠道观摩整个过程男渣女傻还有一个被小三的网红[微笑]这么渣还能劈腿好几次都被原谅也是真的本事了，不懂你们大人的世界,
2783129104,weibo@gmail.com,在生活中，无论与谁，两个人交流时，其实是六个人在交流：你以为的你，你以为的他，真正的你；他以为的他，他以为的你，真正的他。不能以“我以为、妳以为或他以为”去认识评判一个人或一件事。你想，这里边会有多少误会，会有多少误解？,
2783129104,weibo@gmail.com,真希望永远是18岁，今天，可是比18整整大了10岁，又步入新的阶段啦！！ 28虽不是妙龄，但还是芳龄。。。。,
2783129104,weibo@gmail.com,天猫“帮宝适旗舰店”宝宝纸尿布真的是次品吗？为什么很多买家都说宝宝使用了他们店里的尿布都出现过敏呢。天猫真的要好好核实网店卖的商品的真假，不然蒙骗的是百姓。而且该店的服务态度据说也不怎么样，宝妈拍下商品要小心为好，不然拍下了商品，商家死活不认理，强买强卖哦！,
2783129104,weibo@gmail.com,总觉得自己没有干坏事的天赋~~每次撒谎时,说话都会结巴,被识破[不好意思],
3272514970,weibo@gmail.com,真的好怕变成个大胖子ಥ_ಥ,
3272514970,weibo@gmail.com,行云流水地撸完卷子 吃了一直想吃的 开心[许愿][许愿][许愿][笑哈哈]哎。。。得多少卡路里啊 真怕肥死,
3272514970,weibo@gmail.com,体检结束啦身体棒棒！就是今天居然得知我是B型血 和我记忆里的不一样[想一想] 最近好开心啊哈哈哈[噢耶],
